"county","year","ct","label","MHV","MHV2","MHI","taxi","taxi_share","trees","med_rent","myb","no_mort","pct_no_mort","occupied","pct_occup","renter","pct_renter","total_u","u_detach","u_attach","u2","u34","u59","u1019","u2049","u50","pct_u_detach","pct_u_attach","pct_u2","pct_u34","pct_u59","pct_u1019","pct_u2049","pct_u50","b9099","b8089","b7079","b6069","b5059","b4049","b39","b2010","pct2010","pct9099","pct8089","pct7079","pct6069","pct5059","pct4049","pct39","pct_e9","pct_e912","pct_hs","pct_coll","pct_ass","pct_bat","pct_grad","pct_all_coll","tt15","tt30","tt45","tt60","tt90","pct_tt15","pct_tt30","pct_tt45","pct_tt60","pct_tt90","white","black","indian","asian","pac","other","multi","pct_white","pct_black","pct_indian","pct_asian","pct_pac","pct_other","pct_multi","pct_p1","pct_p2","pct_p3","pct_p4","pct_family","pct_married","pct_other_hht","pct_fam_male","pct_fam_fem","pct_non_fam","pct_non_fam_alone","pct_non_fam_na","pct_child","nname","MHV_neigh","med_rooms","units","mhc","foreign","pct_foreign","med_tage","med_mage","med_fage","pop","pov","pct_pov","t10walk","t10walkc","t10sub07d","t10subctdo","t10treepc","crime","tot_empl","empl_mgmt","empl_svc","empl_sls","empl_con","empl_trns","pct_e_mgmt","pct_e_svc","pct_e_sls","pct_e_con","pct_e_trn","pct_work_yr","pct_work_not","wiki","google","ylp_count","ylp_tot","ylp_avg","ylp_diff","pct_taxi","pct_trees","pct_crime","pct_ylp_count","b_bronx","b_brooklyn","b_queens","MHV_diff","MHV_log","hpi_change","HPI","bin_20"
"Bronx","y15",36005030701,"Census Tract 307.01, Bronx County, New York",402500,NA,80846,9580,0.381201071750659,228,1758,1961,539,0.498612395929695,2470,0.885304659498208,1339,0.519394879751746,2790,53,20,13,58,14,83,278,2271,0.0189964157706093,0.00716845878136201,0.00465949820788531,0.0207885304659498,0.00501792114695341,0.0297491039426523,0.0996415770609319,0.813978494623656,7,52,422,919,879,160,232,119,0.0426523297491039,0.0025089605734767,0.0186379928315412,0.151254480286738,0.329390681003584,0.31505376344086,0.0573476702508961,0.0831541218637993,5.12032770097286,0,9.95903737839222,13.3384536610343,4.76190476190476,27.8033794162826,39.0168970814132,71.5821812596006,345,642,495,539,123,0.160914179104478,0.299440298507463,0.230876865671642,0.251399253731343,0.0573694029850746,4119,270,0,168,0,651,80,0.784870426829268,0.0514481707317073,0,0.0320121951219512,0,0.124047256097561,0.0152439024390244,44.8,31.5,7,16.8,51.1,38.5,12.6,1.3,11.3,48.9,44.8,4.1,24.1,"North Riverdale-Fieldston-Riverdale",386737.5,4,2875,1542,1106,0.210746951219512,43.3,34.4,50.1,5248,409,0.0779344512195122,-4.3338,1,-0.6489,0,0.477073066,44,2518,1620,107,654,109,28,0.643367752184273,0.0424940428911835,0.259729944400318,0.0432883240667196,0.011119936457506,63.8,16,0,520.431923820128,0,0,0,0,1.82545731707317,0.0434451219512195,0.00838414634146342,0,1,0,0,-15762.5,12.9054503758408,3.1,752.1,0.0344513098766858
"Bronx","y15",36005020400,"Census Tract 204, Bronx County, New York",423700,NA,49519,1303,0.615484653206433,252,1210,1944,45,0.214285714285714,1029,0.921217547000895,783,0.77601585728444,1117,83,65,205,385,51,12,196,120,0.0743061772605192,0.0581915846016115,0.183527305282005,0.344673231871083,0.0456580125335721,0.0107430617726052,0.175470008952551,0.107430617726052,80,49,40,110,141,149,504,44,0.0393912264995524,0.0716204118173679,0.0438675022381379,0.035810205908684,0.0984780662488809,0.126230975828111,0.133393017009848,0.451208594449418,12.1164846593864,7.69630785231409,34.1133645345814,21.3728549141966,7.48829953198128,11.1284451378055,6.08424336973479,24.7009880395216,348,293,250,295,162,0.258160237388724,0.217359050445104,0.185459940652819,0.218842729970326,0.120178041543027,649,600,0,364,0,1306,424,0.207282018524433,0.19163206643245,0,0.116256786969019,0,0.417119131267966,0.135419993612264,24.4,19.1,21.7,34.8,69.6,31.7,37.9,11.8,26.1,30.4,24.4,6,48.1,"Westchester-Unionport",415757.142857143,4,1144,1253,886,0.282976684765251,30.6,28.1,33.2,3131,564,0.181059390048154,1.3831,4,0.0677,0,0.084238469,124,1441,379,358,390,76,238,0.263011797362942,0.248438584316447,0.270645385149202,0.0527411519777932,0.165163081193616,58.7,26.1,32.3814487972724,947.717976207615,0,0,0,0,0.416160970935803,0.0804854679016289,0.0396039603960396,0,1,0,0,-7942.85714285716,12.9567809366147,3.1,752.1,0.0162927824793867
"Bronx","y15",36005021100,"Census Tract 211, Bronx County, New York",383300,NA,23724,2684,0.60717813805116,276,999,1953,43,0.425742574257426,1791,0.906376518218624,1728,0.959466962798445,1976,43,27,150,75,61,64,792,764,0.0217611336032389,0.013663967611336,0.0759109311740891,0.0379554655870445,0.0308704453441296,0.0323886639676113,0.40080971659919,0.38663967611336,110,31,48,156,154,127,809,541,0.273785425101215,0.055668016194332,0.0156882591093117,0.0242914979757085,0.0789473684210526,0.0779352226720648,0.0642712550607287,0.409412955465587,13.6781218101395,18.5777475331745,26.6417148690031,18.305546104117,10.1054780537598,8.23409322898945,4.4572984008166,22.7968696835658,234,754,341,343,99,0.132128740824393,0.4257481648786,0.192546583850932,0.193675889328063,0.0559006211180124,603,2370,0,13,0,2386,268,0.109516890664729,0.430439520523066,0,0.00236106066109699,0,0.433345441336724,0.0486741736287686,24.5,23.8,21.2,30.5,71.2,25.1,46.1,6.1,40,28.8,24.5,4.4,48.7,"Highbridge",346600,3.9,1935,1004,2000,0.363240101707228,26.8,22.3,31,5506,2596,0.477205882352941,1.6879,4,0.7866,0,0.148187359,263,1907,251,740,481,130,305,0.13162034609334,0.388044048243314,0.252228631358154,0.0681699003670687,0.159937073938123,42.4,40.8,6.09360596063135,477.226468270786,2,2,1,2,0.487468216491101,0.0501271340355975,0.0477660733745005,0.000363240101707228,1,0,0,-36700,12.8565732513686,3.1,752.1,0.0527186777305692
"Bronx","y15",36005044901,"Census Tract 449.01, Bronx County, New York",325600,NA,67083,2113,0.72166289926363,226,1198,1943,116,0.389261744966443,717,0.88627935723115,361,0.50916784203103,809,206,8,127,77,34,16,160,181,0.254635352286774,0.00988875154511743,0.156983930778739,0.0951792336217552,0.0420271940667491,0.0197775030902349,0.197775030902349,0.223733003708282,13,0,25,63,179,151,356,22,0.0271940667490729,0.0160692212608158,0,0.030902348578492,0.0778739184177998,0.221260815822002,0.186650185414091,0.440049443757726,5.55555555555556,6.81003584229391,28.3154121863799,15.7706093189964,8.60215053763441,14.6953405017921,20.2508960573477,43.5483870967742,103,220,122,182,95,0.142659279778393,0.304709141274238,0.168975069252078,0.25207756232687,0.131578947368421,1254,67,14,16,0,70,88,0.855972696245734,0.0457337883959044,0.00955631399317406,0.0109215017064846,0,0.0477815699658703,0.0600682593856655,41.1,40.4,9.3,9.1,45.6,34.3,11.3,4.3,7,54.4,41.1,13.2,11.2,"Woodlawn-Wakefield",394571.428571429,3.9,873,1198,298,0.203412969283276,40.5,39.5,43.2,1465,223,0.152949245541838,-5.4908,1,-0.6993,0,0.20946124,28,765,374,155,189,27,20,0.488888888888889,0.202614379084967,0.247058823529412,0.0352941176470588,0.0261437908496732,60.9,16.2,14.6759935802449,302.871181867912,0,0,0,0,1.44232081911263,0.154266211604096,0.0191126279863481,0,1,0,0,68971.4285714286,12.6934249131105,3.1,752.1,0.025314130090445
"Bronx","y15",36005037100,"Census Tract 371, Bronx County, New York",350000,NA,19293,1286,0.536669235457174,323,740,1961,74,0.364532019704433,1691,0.927083333333333,1430,0.875688916105328,1824,31,74,117,228,20,88,404,862,0.0169956140350877,0.0405701754385965,0.0641447368421053,0.125,0.0109649122807018,0.0482456140350877,0.221491228070175,0.472587719298246,102,183,456,141,40,226,627,49,0.0268640350877193,0.0559210526315789,0.100328947368421,0.25,0.0773026315789474,0.0219298245614035,0.12390350877193,0.34375,25.0932140193885,20.917225950783,13.7211036539896,16.1073825503356,9.09768829231916,11.7822520507084,3.28113348247576,24.1610738255034,264,287,134,441,97,0.215862632869992,0.234668847097302,0.109566639411284,0.360588716271464,0.0793131643499591,706,1815,0,1,0,1286,200,0.180655066530194,0.464431934493347,0,0.000255885363357216,0,0.32906857727738,0.0511770726714432,58.7,9.6,13.4,18.3,38.4,13.5,25,5.1,19.8,61.6,58.7,2.8,25.3,"East Tremont",383110,3.2,1795,824,1221,0.312436028659161,39.4,39.7,39.1,3908,1407,0.360030706243603,1.3787,4,-0.4588,0,0.13926922,393,1404,220,511,331,148,194,0.156695156695157,0.363960113960114,0.235754985754986,0.105413105413105,0.138176638176638,43.2,39.4,21.1689062821454,448.742537722315,8,14,1.75,4,0.32906857727738,0.0826509723643808,0.100562947799386,0.00204708290685773,1,0,0,33110,12.7656884334656,3.1,752.1,0.0608690252570209
"Bronx","y15",36005007400,"Census Tract 74, Bronx County, New York",401900,NA,44455,1229,0.571541638068196,227,1182,1970,298,0.518260869565217,1361,0.965248226950355,877,0.618476727785614,1410,106,191,349,81,0,10,30,643,0.075177304964539,0.135460992907801,0.247517730496454,0.0574468085106383,0,0.00709219858156028,0.0212765957446809,0.456028368794326,155,217,334,450,144,17,83,10,0.00709219858156028,0.109929078014184,0.153900709219858,0.236879432624113,0.319148936170213,0.102127659574468,0.0120567375886525,0.0588652482269504,9.57620211898941,11.6136919315403,28.9323553382233,21.3121434392828,6.15321923390383,15.0774246128769,7.33496332518337,28.5656071719641,168,567,275,347,173,0.109803921568627,0.370588235294118,0.179738562091503,0.226797385620915,0.113071895424837,1095,998,0,8,0,1487,94,0.301237964236589,0.27455295735901,0,0.00220082530949106,0,0.409078404401651,0.0258596973865199,31.7,30.8,16.1,21.5,58.2,25.6,32.5,5,27.6,41.8,31.7,10.1,28.8,"Soundview-Castle Hill-Clason Point-Harding Park",346400,4.3,1440,1226,699,0.192297111416781,39.5,33.1,48.2,3635,700,0.192572214580468,-2.2606,2,-0.6993,0,0.14235179,237,1630,552,500,376,46,156,0.338650306748466,0.306748466257669,0.230674846625767,0.0282208588957055,0.0957055214723926,58.6,33.8,2.17189428422757,705.265087556871,0,0,0,0,0.338101788170564,0.0624484181568088,0.0651994497936726,0,1,0,0,-55500,12.9039585804373,3.1,752.1,0.00551317157342599
"Bronx","y15",36005030900,"Census Tract 309, Bronx County, New York",471400,NA,87238,6121,0.352062629996295,198,1785,1965,421,0.606628242074928,1317,0.955039883973894,559,0.399856938483548,1379,226,17,0,24,0,0,130,982,0.163886874546773,0.0123277737490935,0,0.0174039158810732,0,0,0.0942712110224801,0.71211022480058,55,159,92,641,256,42,102,32,0.0232052211747643,0.0398839738941262,0.11530094271211,0.0667150108774474,0.464829586656998,0.185641769398115,0.0304568527918782,0.0739666424945613,3.69724450645274,4.8133937914196,19.2186955005232,11.3358911754447,4.49947680502267,24.066968957098,32.3683292640391,60.9347750261597,230,190,314,344,82,0.198275862068966,0.163793103448276,0.270689655172414,0.296551724137931,0.0706896551724138,3240,297,28,160,0,127,88,0.831622176591376,0.0762320328542094,0.00718685831622177,0.0410677618069815,0,0.0325975359342916,0.0225872689938398,37.8,32.6,11.9,17.7,57.6,49.4,8.2,3,5.2,42.4,37.8,4.6,28.3,"North Riverdale-Fieldston-Riverdale",386737.5,4.4,1459,1669,775,0.198921971252567,54.5,47.4,62.2,3896,98,0.0311012377023167,-4.8618,1,-0.6993,0,0.530508281,83,1301,1031,38,204,9,19,0.792467332820907,0.0292083013066872,0.156802459646426,0.00691775557263643,0.0146041506533436,65.5,19.3,0,530.438804100627,13,59,4.53846153846154,3,1.57109856262834,0.0508213552361396,0.0213039014373717,0.00333675564681725,1,0,0,-84662.5,13.0634622694842,3.1,752.1,0.00309719181046641
"Bronx","y15",36005012101,"Census Tract 121.01, Bronx County, New York",455700,NA,27813,1374,0.634073917229961,167,1055,1943,51,0.361702127659574,869,0.857001972386588,800,0.89086859688196,1014,66,63,143,128,53,184,239,119,0.0650887573964497,0.0621301775147929,0.141025641025641,0.126232741617357,0.0522682445759369,0.181459566074951,0.235700197238659,0.117357001972387,147,59,39,45,116,29,499,80,0.0788954635108481,0.144970414201183,0.0581854043392505,0.0384615384615385,0.0443786982248521,0.11439842209073,0.0285996055226824,0.492110453648915,23.6649803260259,17.7627880831928,29.8482293423271,11.5795390668915,6.85778527262507,7.53232152894885,2.75435637998876,17.1444631815627,87,326,346,375,72,0.0721393034825871,0.270315091210614,0.286898839137645,0.310945273631841,0.0597014925373134,438,829,0,39,0,1690,122,0.143277723258096,0.271180896303566,0,0.0127576054955839,0,0.552829571475303,0.0399084069349035,18.8,22.3,20,38.9,75.4,28.9,46.5,14,32.5,24.6,18.8,5.9,43.6,"Morrisania-Melrose",344900,4.2,1011,1082,1301,0.425580634609094,27.3,28.2,26.7,3057,1317,0.431378971503439,1.9792,4,0.8849,0,0.056791227,191,1259,179,450,321,123,186,0.142176330420969,0.357426528991263,0.254964257347101,0.0976965845909452,0.147736298649722,50.6,38,16.6938571779257,517.011366412523,2,9,4.5,0,0.44946025515211,0.0546287209682695,0.0624795551193981,0.000654236179260713,1,0,0,-110800,13.029589977252,3.1,752.1,0.0071184763682655
"Bronx","y15",36005021200,"Census Tract 212, Bronx County, New York",116600,NA,51443,3162,0.568225947871802,70,1196,1944,158,0.289908256880734,2105,0.911255411255411,1662,0.772304832713755,2310,22,0,81,37,83,29,617,1441,0.00952380952380952,0,0.0350649350649351,0.016017316017316,0.0359307359307359,0.0125541125541126,0.267099567099567,0.623809523809524,24,27,40,380,278,700,861,0,0,0.0103896103896104,0.0116883116883117,0.0173160173160173,0.164502164502165,0.12034632034632,0.303030303030303,0.372727272727273,5.39295392953929,8.42818428184282,26.0433604336043,23.550135501355,10.4336043360434,11.3821138211382,14.769647696477,36.5853658536585,435,438,807,459,121,0.192477876106195,0.193805309734513,0.357079646017699,0.203097345132743,0.0535398230088496,510,2013,33,1293,0,1168,480,0.0970135058017881,0.382918014076469,0.00627734449305688,0.245957770591592,0,0.222179950542134,0.0913068289899182,30.5,34.3,17.1,18.1,67.6,31,36.6,8.6,28.1,32.4,30.5,1.9,29.2,"Parkchester",170840,3.4,2295,1191,1382,0.262887578466806,39.1,40.9,38.3,5257,718,0.136579798364086,0.7275,4,0.1154,0,0.370707987,167,2399,879,555,639,173,153,0.366402667778241,0.231346394330971,0.266360983743226,0.0721133805752397,0.0637765735723218,55.8,30.1,30.1452677408359,995.608811388431,27,94,3.48148148148148,10,0.601483735971086,0.0133155792276964,0.0317671675860757,0.0051360091306829,1,0,0,54240,11.6665045528985,3.1,752.1,0.102405263233096
"Bronx","y15",36005044902,"Census Tract 449.02, Bronx County, New York",431600,NA,62656,4191,0.751457399246167,217,1312,1945,106,0.378571428571429,826,0.912707182320442,669,0.758503401360544,905,111,35,192,180,80,64,128,115,0.122651933701657,0.0386740331491713,0.212154696132597,0.198895027624309,0.0883977900552486,0.0707182320441989,0.141436464088398,0.12707182320442,0,85,57,64,189,95,406,9,0.00994475138121547,0,0.0939226519337017,0.0629834254143646,0.0707182320441989,0.208839779005525,0.104972375690608,0.448618784530387,10.0224382946896,2.46821241585639,32.9094988780853,13.3133881824981,3.36574420344054,28.1974569932685,9.72326103216155,41.2864622288706,149,252,124,221,96,0.176959619952494,0.299287410926366,0.147268408551069,0.262470308788599,0.114014251781473,1837,8,0,7,0,173,12,0.904480551452487,0.00393894633185623,0,0.0034465780403742,0,0.0851797144263909,0.00590841949778434,36.3,28.5,17.2,18,58,40.8,17.2,5.4,11.7,42,36.3,5.7,32.3,"Woodlawn-Wakefield",394571.428571429,4.2,946,1341,675,0.332348596750369,35,34.1,35.4,2031,172,0.0846873461349089,-4.1789,1,-0.6707,0,0.186004894,66,921,312,244,157,113,95,0.338762214983713,0.264929424538545,0.170466883821933,0.122692725298588,0.10314875135722,59.6,18.7,15.9928786970575,177.770257558959,24,82,3.41666666666667,2,2.06351550960118,0.1068439192516,0.0324963072378139,0.0118168389955687,1,0,0,-37028.5714285714,12.9752545123661,3.1,752.1,0.042016434839847
"Bronx","y15",36005037200,"Census Tract 372, Bronx County, New York",359300,NA,46250,572,0.565939251625373,194,1204,1962,90,0.394736842105263,709,0.885143570536829,537,0.717914438502674,801,54,49,113,239,52,9,47,238,0.0674157303370786,0.0611735330836454,0.141073657927591,0.298377028714107,0.0649188514357054,0.0112359550561798,0.0586766541822722,0.297128589263421,26,49,118,213,72,83,212,28,0.034956304619226,0.0324594257178527,0.0611735330836454,0.147315855181024,0.265917602996255,0.0898876404494382,0.103620474406991,0.264669163545568,6.21387283236994,12.1387283236994,24.8554913294798,24.7109826589595,7.8757225433526,15.4624277456647,8.74277456647399,32.0809248554913,97,262,207,253,90,0.106710671067107,0.288228822882288,0.227722772277228,0.278327832783278,0.099009900990099,114,1264,0,74,0,407,386,0.0555555555555556,0.61598440545809,0,0.0360623781676413,0,0.198343079922027,0.188109161793372,33.6,23.1,17.1,26.2,66.4,20.6,45.8,12.4,33.4,33.6,33.6,0,36.1,"Williamsbridge-Olinville",388578.947368421,3.9,812,1242,724,0.352826510721248,33.8,35.4,31.9,2052,390,0.190336749633968,2.7033,5,0.0214,0,0.171189531,96,930,267,287,247,35,94,0.287096774193548,0.308602150537634,0.265591397849462,0.0376344086021505,0.101075268817204,47.4,31.5,9.93792784414847,712.732990542577,0,0,0,0,0.278752436647173,0.094541910331384,0.0467836257309941,0,1,0,0,29278.9473684211,12.7919129731016,3.1,752.1,0.0448686851766333
"Bronx","y15",36005007500,"Census Tract 75, Bronx County, New York",304200,NA,25452,3629,0.605101563893008,376,757,1959,111,0.376271186440678,2035,0.923740354062642,1458,0.830296127562642,2203,90,227,227,102,106,57,234,1160,0.0408533817521562,0.103041307308216,0.103041307308216,0.0463004993191103,0.0481162051747617,0.0258738084430322,0.106218792555606,0.526554698138902,214,157,98,104,367,118,671,474,0.215161143894689,0.0971402632773491,0.0712664548343168,0.0444847934634589,0.047208352246936,0.166591012256015,0.0535633227417158,0.30458465728552,16.7045823854404,15.4696132596685,26.8118297042574,21.9694507637309,5.16737081572961,10.4972375690608,3.37991550211245,19.0445238869028,415,476,604,322,126,0.21358723623263,0.244981986618631,0.310859495625322,0.165723108594956,0.0648481729284611,528,2552,52,0,0,2293,348,0.0943025540275049,0.455795677799607,0.00928737274513306,0,0,0.409537417395964,0.0621539560635828,31,27,20,22.1,65,18.2,46.8,4,42.9,35,31,4,41.9,"Melrose South-Mott Haven North",332325,4.1,1868,777,996,0.177888908733702,28.4,24,32.2,5599,1758,0.316985214569059,3.1508,5,0.4464,0,0.201382202,450,2017,393,816,506,132,170,0.194843827466534,0.404561229548835,0.25086762518592,0.0654437283093704,0.0842835894893406,47.4,36.3,8.75979771865551,553.424703731975,8,20,2.5,4,0.648151455617074,0.0671548490801929,0.0803714949098053,0.00142882657617432,1,0,0,28125,12.6254406588073,3.1,752.1,0.0629200299331752
"Bronx","y15",36005021301,"Census Tract 213.01, Bronx County, New York",213900,NA,16378,1059,0.611885586302863,72,900,1951,0,0,459,0.980769230769231,416,0.939051918735892,468,9,0,36,13,39,4,186,181,0.0192307692307692,0,0.0769230769230769,0.0277777777777778,0.0833333333333333,0.00854700854700855,0.397435897435897,0.386752136752137,0,68,38,56,44,53,177,32,0.0683760683760684,0,0.145299145299145,0.0811965811965812,0.11965811965812,0.094017094017094,0.113247863247863,0.378205128205128,12.7717391304348,11.2771739130435,26.0869565217391,25.5434782608696,11.820652173913,8.42391304347826,4.07608695652174,24.320652173913,133,131,131,29,9,0.30715935334873,0.302540415704388,0.302540415704388,0.0669745958429561,0.0207852193995381,120,283,0,0,0,734,114,0.100502512562814,0.237018425460637,0,0,0,0.614740368509213,0.0954773869346734,23.7,29.2,26.1,20.9,69.5,18.3,51.2,15,36.2,30.5,23.7,6.8,46,"University Heights-Morris Heights",403075,3.8,459,891,417,0.349246231155779,34.6,28,36.5,1194,576,0.482412060301508,3.0208,5,0.8148,0,0.070621766,49,462,87,199,131,11,34,0.188311688311688,0.430735930735931,0.283549783549784,0.0238095238095238,0.0735930735930736,47.4,35.2,6.16806548001234,525.605804945262,1,4,4,-3,0.886934673366834,0.0603015075376884,0.0410385259631491,0.000837520938023451,1,0,0,189175,12.2732638950705,3.1,752.1,0.246187878765098
"Bronx","y15",36005045101,"Census Tract 451.01, Bronx County, New York",360700,NA,62286,3869,0.753098922448726,189,1379,1942,168,0.708860759493671,762,0.903914590747331,581,0.743918053777209,843,112,49,114,37,6,4,143,378,0.132858837485172,0.0581257413997628,0.135231316725979,0.0438908659549229,0.00711743772241993,0.00474495848161329,0.169632265717675,0.448398576512456,5,27,11,83,209,89,405,14,0.0166073546856465,0.00593119810201661,0.0320284697508897,0.0130486358244365,0.0984578884934757,0.247924080664294,0.105575326215896,0.480427046263345,1.95280716029292,2.27827502034174,31.4890154597234,15.1342554922701,6.75345809601302,22.2945484133442,20.0976403580146,49.1456468673718,208,237,126,174,21,0.27154046997389,0.309399477806789,0.164490861618799,0.227154046997389,0.0274151436031332,1381,21,0,91,0,30,16,0.902024820378837,0.0137165251469628,0,0.0594382756368387,0,0.0195950359242325,0.0104506858262573,42.1,36.1,17.6,4.2,46.3,31.2,15.1,1.7,13.4,53.7,42.1,11.5,13.1,"Woodlawn-Wakefield",394571.428571429,3.8,923,1279,333,0.217504898758981,36.1,33.3,47,1531,47,0.030698889614631,-1.9153,2,-0.0909,0,0.272230076,75,784,375,113,149,83,64,0.478316326530612,0.144132653061224,0.190051020408163,0.105867346938776,0.0816326530612245,66.2,16.8,16.7793856198069,875.737316766595,27,79,2.92592592592593,3,2.52710646636186,0.123448726322665,0.0489875898105813,0.0176355323318093,1,0,0,33871.4285714286,12.7958018668916,3.1,752.1,0.0468647237937974
"Bronx","y15",36005037300,"Census Tract 373, Bronx County, New York",336700,NA,29033,1256,0.535730797437372,198,998,1943,168,0.43979057591623,1795,0.910243407707911,1352,0.8125,1972,103,118,302,141,106,199,349,654,0.0522312373225152,0.0598377281947262,0.153144016227181,0.071501014198783,0.0537525354969574,0.100912778904665,0.176977687626775,0.331643002028398,189,103,34,120,229,249,918,130,0.0659229208924949,0.095841784989858,0.0522312373225152,0.0172413793103448,0.0608519269776876,0.116125760649087,0.126267748478702,0.46551724137931,12.396694214876,17.1570247933884,28.5289256198347,19.8677685950413,8.56198347107438,9.58677685950413,3.90082644628099,22.0495867768595,242,480,345,538,173,0.136107986501687,0.269966254218223,0.194038245219348,0.302587176602925,0.0973003374578178,790,1896,40,60,0,2218,918,0.144609189090243,0.347062053816584,0.00732198425773385,0.0109829763866008,0,0.406004027091342,0.168039538714992,32.9,19.6,17.5,30.1,64.5,18.2,46.3,6.2,40.1,35.5,32.9,2.6,49.5,"East Tremont",383110,4.1,1895,1073,1901,0.347977301848801,27.4,24.9,30.6,5463,2034,0.373485126698494,1.6061,4,-0.6993,0,0.084578021,531,1893,406,754,392,83,258,0.214474379292129,0.398309561542525,0.207078711040676,0.0438457474907554,0.136291600633914,45,43,21.5714461733568,480.20197707451,2,7,3.5,1,0.229910305692843,0.0362438220757825,0.0971993410214168,0.000366099212886692,1,0,0,46410,12.7269476051492,3.1,752.1,0.0404087757443813
"Bronx","y15",36005031200,"Census Tract 312, Bronx County, New York",440300,NA,62275,937,0.391733410329233,297,1549,1946,178,0.38034188034188,605,0.975806451612903,170,0.272435897435897,620,146,317,127,27,0,3,0,0,0.235483870967742,0.511290322580645,0.204838709677419,0.0435483870967742,0,0.00483870967741936,0,0,33,13,17,44,114,244,155,0,0,0.0532258064516129,0.0209677419354839,0.0274193548387097,0.0709677419354839,0.183870967741935,0.393548387096774,0.25,11.1647139903515,9.78635423845624,19.710544452102,14.4038594073053,7.92556857339766,20.8132322536182,16.1957270847691,44.934527911785,224,313,150,144,51,0.253968253968254,0.354875283446712,0.170068027210884,0.163265306122449,0.0578231292517007,1037,241,0,483,0,203,102,0.514640198511166,0.119602977667494,0,0.23970223325062,0,0.100744416873449,0.0506203473945409,15.4,32.7,15.7,36.2,81.7,56.2,25.5,10.4,15,18.3,15.4,3,32.4,"Allerton-Pelham Gardens",445918.181818182,5.8,637,1635,718,0.356327543424318,42,40.1,42.5,2015,81,0.0401985111662531,-2.0839,2,-0.5508,0,0.155265554,44,952,396,227,196,61,72,0.415966386554622,0.238445378151261,0.205882352941176,0.0640756302521008,0.0756302521008403,65.9,22.6,2.17563357740578,854.88227385778,39,142,3.64102564102564,13,0.465012406947891,0.147394540942928,0.0218362282878412,0.0193548387096774,1,0,0,5618.18181818182,12.9952115917438,3.1,752.1,0.00957630422696904
"Bronx","y15",36005012300,"Census Tract 123, Bronx County, New York",469600,NA,21300,2277,0.60574848561024,208,630,1970,36,0.25531914893617,1490,0.878020035356512,1184,0.917829457364341,1697,130,27,148,258,25,95,441,555,0.0766057748968768,0.0159104301708898,0.0872127283441367,0.152032999410725,0.0147318797878609,0.0559811431938715,0.259870359457867,0.327047731290513,120,120,95,57,176,83,528,518,0.305244549204478,0.0707130229817325,0.0707130229817325,0.0559811431938715,0.0335886859163229,0.103712433706541,0.0489098408956983,0.311137301119623,17.0318313352625,16.9904919388177,28.4828441504754,19.9255890863993,3.59652749069864,11.9057461761058,2.0669698222406,17.5692434890451,205,338,331,518,37,0.143456962911127,0.236529041287614,0.231630510846746,0.362491252624213,0.0258922323303009,302,1465,55,29,0,2357,342,0.0689655172413793,0.334551267412651,0.0125599451929664,0.00662251655629139,0,0.53825074217858,0.078100022836264,25.6,20.4,27.2,26.8,71.3,20.1,51.2,4.8,46.4,28.7,25.6,3.2,49.2,"Crotona Park East",420300,4,1500,734,1180,0.269467915049098,27,25,30.5,4379,1966,0.450917431192661,1.9182,4,0.6833,0,0.065217673,397,1520,347,477,455,131,110,0.228289473684211,0.313815789473684,0.299342105263158,0.0861842105263158,0.0723684210526316,47.6,39.4,11.3603376391004,528.891088338461,3,11,3.66666666666667,2,0.51998173098881,0.0474994290934003,0.0906599680292304,0.000685087919616351,1,0,0,-49300,13.059636547496,3.1,752.1,0.0190556344129054
"Bronx","y15",36005034500,"Census Tract 345, Bronx County, New York",268400,NA,61938,3349,0.514828840842075,384,1488,1959,329,0.542904290429043,1375,0.874125874125874,901,0.617123287671233,1573,122,79,155,252,6,24,182,753,0.0775588048315321,0.0502225047679593,0.0985378258105531,0.160203432930706,0.00381436745073109,0.0152574698029243,0.115702479338843,0.478703115066751,86,90,146,426,415,15,386,9,0.00572155117609663,0.0546726001271456,0.0572155117609663,0.0928162746344564,0.270820089001907,0.2638270820089,0.00953591862682772,0.2453909726637,3.82695507487521,4.45091514143095,21.4642262895175,12.6455906821963,7.52911813643927,28.4109816971714,21.6722129783694,57.61231281198,259,371,326,371,137,0.176912568306011,0.253415300546448,0.222677595628415,0.253415300546448,0.0935792349726776,2000,239,0,692,0,445,170,0.577867668303958,0.069055186362323,0,0.19994221323317,0,0.128575556197631,0.0491187518058365,33.5,35.6,15.1,15.7,56.9,40.7,16.3,2.7,13.6,43.1,33.5,9.5,29.2,"North Riverdale-Fieldston-Riverdale",386737.5,3.9,1642,1336,842,0.243282288355966,35.5,39.5,34.1,3461,523,0.152522601341499,-3.776,1,-0.6993,0,0.403478483,114,1567,668,436,307,86,70,0.426292278238673,0.278238672622846,0.195915762603701,0.0548819400127632,0.0446713465220166,61.8,22.4,17.8548757340954,439.583816753855,76,284,3.73684210526316,6,0.967639410574978,0.11095059231436,0.0329384570933256,0.0219589713955504,1,0,0,118337.5,12.5002336840797,3.1,752.1,0.113083884728015
